item	condition	lens	position	position_role	layer	rank	token	score	bucket	reason	country	expected_country	form_kind	source_form	fragment_ok	echo	echo_norm	mouth_top1	mouth_top5	is_control
dutchSA	working	J-lens	13	entity	12	25	 Southeast	7.75	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	13	1	 continent	10.88	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	13	2	 countries	10.25	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	13	3	 mainland	9.56	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	13	4	 giants	9.19	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	13	5	latin	9.06	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	13	6	洲	8.94	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	13	7	 **	8.69	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	13	8	 Continent	8.5	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	13	9	 continents	8.44	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	13	10	 Latin	8.44	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	13	11	 exotic	8.12	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	13	12	 country	8.06	UNSCORED	not_in_registry	NA	Suriname			1	1	1	0	0	0
dutchSA	working	J-lens	13	entity	13	13	 continental	8.06	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	13	14	Latin	8.0	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	13	15	countries	8.0	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	13	16	Argentina	8.0	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	13	17	 Argentina	7.88	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	13	18	mostly	7.88	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	13	19	anness	7.78	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	13	20	 territories	7.66	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	13	21	 Southeast	7.66	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	13	22	 mostly	7.62	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	13	23	 Brazil	7.5	FP-C	other_item_expected_set	Brazil	Suriname	exact	Brazil	1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	13	24	_languages	7.5	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	13	25	cities	7.5	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	14	1	 continent	10.62	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	14	2	 countries	9.19	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	14	3	 mainland	8.69	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	14	4	latin	8.69	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	14	5	洲	8.69	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	14	6	 **	8.62	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	14	7	 giants	8.31	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	14	8	anness	8.12	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	14	9	 Latin	8.12	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	14	10	Latin	8.0	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	14	11	 exclusively	8.0	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	14	12	mostly	7.81	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	14	13	 exotic	7.72	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	14	14	 Continent	7.72	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	14	15	Argentina	7.66	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	14	16	 country	7.62	UNSCORED	not_in_registry	NA	Suriname			1	1	1	0	0	0
dutchSA	working	J-lens	13	entity	14	17	 niche	7.56	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	14	18	 mostly	7.56	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	14	19	 continents	7.47	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	14	20	 Southeast	7.41	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	14	21	 neighborhoods	7.41	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	14	22	 Brazil	7.41	FP-C	other_item_expected_set	Brazil	Suriname	exact	Brazil	1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	14	23	 Argentina	7.38	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	14	24	 historically	7.38	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	14	25	 Uruguay	7.28	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	15	1	 continent	10.44	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	15	2	 exclusively	9.5	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	15	3	 countries	8.81	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	15	4	 mainland	8.56	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	15	5	latin	8.44	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	15	6	洲	8.12	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	15	7	 giants	8.0	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	15	8	mostly	7.91	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	15	9	 historically	7.88	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	15	10	 exotic	7.81	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	15	11	Exclusive	7.66	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	15	12	-exclusive	7.59	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	15	13	 niche	7.5	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	15	14	 mostly	7.47	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	15	15	ported	7.41	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	15	16	anness	7.38	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	15	17	 country	7.38	UNSCORED	not_in_registry	NA	Suriname			1	1	1	0	0	0
dutchSA	working	J-lens	13	entity	15	18	 Continent	7.28	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	15	19	south	7.28	UNSCORED	fragment_filter	NA	Suriname			0	0	1	0	0	0
dutchSA	working	J-lens	13	entity	15	20	exclusive	7.28	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	15	21	养活	7.25	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	15	22	送り	7.25	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	15	23	excluding	7.25	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	15	24	 Latin	7.22	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	15	25	Latin	7.19	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	16	1	 continent	9.56	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	16	2	 exclusively	9.56	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	16	3	mostly	8.31	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	16	4	?	8.19	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	1	0
dutchSA	working	J-lens	13	entity	16	5	 countries	8.06	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	16	6	Only	8.06	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	16	7	 mostly	7.91	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	16	8	 mainland	7.88	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	16	9	excluding	7.81	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	16	10	 giants	7.81	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	16	11	 only	7.62	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	16	12	 besides	7.47	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	16	13	 exotic	7.44	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	16	14	Exclusive	7.34	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	16	15	 historically	7.31	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	16	16	洲	7.19	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	16	17	-exclusive	7.12	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	16	18	？	7.06	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	16	19	only	7.03	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	16	20	ported	7.03	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	16	21	 ONLY	7.0	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	16	22	exclusive	6.88	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	16	23	 niche	6.88	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	16	24	 weird	6.84	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	16	25	 venez	6.81	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	17	1	 continent	9.81	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	17	2	 exclusively	9.0	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	17	3	 countries	8.5	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	17	4	?	8.44	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	1	0
dutchSA	working	J-lens	13	entity	17	5	 mainland	8.31	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	17	6	mostly	8.0	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	17	7	 giants	7.97	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	17	8	 mostly	7.84	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	17	9	洲	7.72	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	17	10	 besides	7.62	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	17	11	Only	7.56	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	17	12	excluding	7.31	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	17	13	 exotic	7.28	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	17	14	？	7.09	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	17	15	 historically	7.09	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	17	16	 continents	7.03	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	17	17	 continente	7.0	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	17	18	 only	7.0	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	17	19	anness	6.97	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	17	20	-exclusive	6.88	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	17	21	ported	6.81	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	17	22	_foreign	6.75	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	17	23	Argentina	6.75	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	17	24	 Continent	6.72	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	17	25	 continental	6.69	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	18	1	 continent	10.56	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	18	2	 countries	8.81	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	18	3	?	8.31	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	1	0
dutchSA	working	J-lens	13	entity	18	4	 mainland	8.25	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	18	5	洲	7.69	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	18	6	 exclusively	7.38	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	18	7	 continents	7.31	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	18	8	 giants	7.25	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	18	9	？	7.22	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	18	10	 besides	7.06	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	18	11	 mostly	6.97	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	18	12	 south	6.94	UNSCORED	not_in_registry	NA	Suriname			1	0	1	0	0	0
dutchSA	working	J-lens	13	entity	18	13	 country	6.84	UNSCORED	not_in_registry	NA	Suriname			1	1	1	0	0	0
dutchSA	working	J-lens	13	entity	18	14	 Countries	6.78	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	18	15	 Continent	6.78	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	18	16	 South	6.75	UNSCORED	not_in_registry	NA	Suriname			1	1	1	0	0	0
dutchSA	working	J-lens	13	entity	18	17	anness	6.69	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	18	18	 historically	6.66	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	18	19	 continental	6.66	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	18	20	mostly	6.56	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	18	21	south	6.47	UNSCORED	fragment_filter	NA	Suriname			0	0	1	0	0	0
dutchSA	working	J-lens	13	entity	18	22	 region	6.44	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	18	23	?\\	6.44	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	18	24	 enclave	6.41	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	18	25	 only	6.34	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	19	1	 continent	9.38	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	19	2	?	8.38	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	1	0
dutchSA	working	J-lens	13	entity	19	3	 countries	8.06	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	19	4	 mainland	7.41	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	19	5	 only	7.09	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	19	6	 historically	7.09	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	19	7	洲	6.94	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	19	8	 exclusively	6.59	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	19	9	 continents	6.59	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	19	10	 besides	6.56	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	19	11	 giants	6.56	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	19	12	？	6.56	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	19	13	 called	6.53	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	19	14	 Argentina	6.5	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	19	15	 mostly	6.5	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	19	16	Argentina	6.5	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	19	17	 country	6.38	UNSCORED	not_in_registry	NA	Suriname			1	1	1	0	0	0
dutchSA	working	J-lens	13	entity	19	18	Only	6.34	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	19	19	mostly	6.19	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	19	20	 is	6.19	UNSCORED	not_in_registry	NA	Suriname			1	1	1	1	1	0
dutchSA	working	J-lens	13	entity	19	21	anness	6.09	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	19	22	 continental	6.06	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	19	23	 Countries	6.06	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	19	24	 называется	6.0	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	19	25	only	5.97	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	20	1	 continent	9.06	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	20	2	 only	8.5	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	20	3	 countries	8.31	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	20	4	 mainland	8.06	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	20	5	?	7.91	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	1	0
dutchSA	working	J-lens	13	entity	20	6	 is	7.78	UNSCORED	not_in_registry	NA	Suriname			1	1	1	1	1	0
dutchSA	working	J-lens	13	entity	20	7	only	7.25	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	J-lens	13	entity	20	8	Only	7.22	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	20	9	 exclusively	7.22	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	20	10	 are	7.06	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	1	0
dutchSA	working	J-lens	13	entity	20	11	 consists	7.06	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	20	12	 ONLY	7.03	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	20	13	 called	6.84	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	20	14	 называется	6.78	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	20	15	只能是	6.62	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	20	16	 mostly	6.59	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	20	17	 country	6.59	UNSCORED	not_in_registry	NA	Suriname			1	1	1	0	0	0
dutchSA	working	J-lens	13	entity	20	18	 historically	6.5	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	20	19	 continents	6.5	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	20	20	 besides	6.47	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	20	21	叫做	6.47	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	20	22	Argentina	6.38	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	20	23	 Only	6.28	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	20	24	 giants	6.25	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	J-lens	13	entity	20	25	mostly	6.22	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	R-lens	13	entity	8	1	 continent	11.75	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	R-lens	13	entity	8	2	里约	10.0	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	R-lens	13	entity	8	3	 Latin	9.94	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	R-lens	13	entity	8	4	latin	9.94	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	R-lens	13	entity	8	5	Latin	8.88	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	R-lens	13	entity	8	6	 Continent	8.81	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	R-lens	13	entity	8	7	telen	8.81	UNSCORED	fragment_filter	NA	Suriname			0	0	0	0	0	0
dutchSA	working	R-lens	13	entity	8	8	圣地	8.62	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	R-lens	13	entity	8	9	西班牙语	8.62	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	R-lens	13	entity	8	10	 coca	8.56	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	R-lens	13	entity	8	11	 Puerto	8.5	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	R-lens	13	entity	8	12	 Brazil	8.5	FP-C	other_item_expected_set	Brazil	Suriname	exact	Brazil	1	0	0	0	0	0
dutchSA	working	R-lens	13	entity	8	13	 giants	8.44	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	R-lens	13	entity	8	14	 mostly	8.44	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
dutchSA	working	R-lens	13	entity	8	15	 Braz	8.44	UNSCORED	not_in_registry	NA	Suriname			1	0	0	0	0	0
